query,report,institute,category
tawuran,"Kepada yth. pemerintah provinsi dki jakarta. dengan hormat. saya dari warga rt.003 rw.010 kel. cipinang besar utara kec. jatinegara jakarta timur, saya ingin melaporkan tawuran antar warga yang sering terjadi di wilayah kel. cipinang besar utara kec. jatinegara jakarta timur. sudah 1 bulan ini sudah terjadi 6 kali tawuran antara warga cipinang pulo maja dan warga cipinang pulo wetan. warga dari cipinang pulo wetan sering sekali merusak rumah warga dan warung warga setiap tawuran. tujuan dari warga cipinang pulo wetan merusak rumah warga dan warung warga karna ingin menjarah harta benda kami. saya berharap ada solusi yang ampuh untuk masalah tawuran ini agar mereka yang terlibat tawuran menjadi jera dan tidak melakukan tawuran lagi. karna sampai saat ini tidak ada solusi sama sekali. terimakasih",Pemprov DKI 2,  Harga
tawuran,"""satpol#met siang kami dari warga masyarakat kab tmg dengan ini kami ingin sekali mengirimkan saran dan kritikan buat pemerintah kab tmg ini bolehkan dan kalau boleh begini aja langsung aja ya dari pada berpanjang kata kata dariku ya begini dlm menyambut natal dan tahun baru 2020 dengan ini kami  masyarat  untuk mengimbau kepada pemerintah kab tmg untuk menjaga keamana menjelang natal dan tahun baru karena apa kalau tdk di jaga bila terjadi sesuatu yg tdk kita kami inginkan yg rugi siapa ya pemerintah dan aparat keamaan  dari organisasi apa saja maupun dari intansi pemerintahan kab tmg dan maka itu kami dari masyakat kab tmg untuk mintak semuanya untuk menjaga keamanan di tahun baru ini yg tdk kami inginkan yg terjadi seperti contoh tawuran antara lindu aji dan gpk yg sdh sdh dan maka itu kami mintak kepada pemerintah kab tmg dan aparat keamaan dari mana saja  pas tahun baru dan natal harus di jaga  yg baik baik agar supaya tdk terjadi  hal halyg tdk kita inginkan semuanya biar supaya aman semuanya biar masyarakat bisa merayakan natal dan tahun baru di kab tmg tercinta dan  saya mintak kepada aparat keamanaan supaya di patroli supaya kondisi  kab tmg itu biar aman  aman selalu apa yg kita di inginkan oleh masyarakat kab tmg tercinta ini semuanya. ya oke demikianlah saran dan ktitikan dari kami atas terbacanya ini kami mengucapkan terima kasih semuanya dariku warga masyakat kab tmg tercintah y okr""",Admin SMS Gateway Resmi Kab. Temanggung,  SMS
tawuran,"Sering ada tawuran anak2 di malam hari, di dekat grandlucky radio dalam.  hampir tiap minggu ada tawuran. Tolong di pantau, supaya tidak ada pengguna jalan atau masyarakat yang terluka.",Kepolisian Negara Republik Indonesia,  Keamanan dan Ketertiban Masyarakat
tawuran,"Assalamualaikum wr wbdengan hormat saya kembali melapor kepada pemerintah kota padang, terkhusus satuan keamanan, bahwasanya di daerah purus tepi bandar bakali, anak-anak yg ntah dari mana asalnya mulai merusuh, mereka ngelem, tawuran, mengganggu keamanan dan kenyamanan masyarakat disini lebih tepatnya rw 07.saya mohon sekali lagi tolong dikondisikan, tolong di proses, kalau bisa diberi hukuman, karena kalau misalnya malah warga disini yg mengkondisikan takutnya malah lebih besar lagi perkaranya karena orang tua anak-anak tersebut kalau anak nya di peringatkan orangtuanya malah ngebela anaknya yg sudah jelas salah dan malahan ajak bertarung kepada yg memarahi anaknya.lokasi berkumpulnya anak-anak tersebut lebih tepatnya sekarang di bawah jembatan hijau veteran.sekali lagi saya minta tolong.terimakasih.",Satuan Polisi Pamong Praja Kota Padang,  Keamanan dan Ketertiban Masyarakat
tawuran,Telah terjadi tawuran massal antar perguruan silat antar perguruan  menimbulkan keresahan dan ketakutan masyarakat sebab merusak pemukiman masyarakat dan sarana umum,Kecamatan Kampak,  Dampak Lingkungan
tawuran,"Yth. 
dinas kebersihan dan pertamanan kabupaten bogor,

pertama, kami ingin menyampaikan tentang proses pengangkutan sampah rumah tangga di wilayah cilebut khususnya wilayah kp. babakan jaya rt 03/rw 06, cilebut barat, kec. sukaraja, bogor. mohon agar lebih diperhatikan karena masih banyak warga yang kebingungan untuk membuang dan menampung sampah rumah tangganya dikarenakan tidak ada truk pengangkut sampah dari dinas kebersihan dan pertamanan kabupaten bogor, bahkan banyak yang membuang sampahnya ke sungai yang menimbulkan pencemaran, atau ke lahan kosong milik orang lain yang akhirnya menimbulkan perselisihan. kiranya mohon dapat segera ditangani mengingat bogor telah mendekati musim penghujan, selain itu spaduk dilarang membuang sampah sembarang menjadi tidak ada artinya tanpa dibarengi dengan ketersediaan truk pengangkut sampah serta fasilitas lainnya, kami sudah berkoodinasi dengan pihak rt terkait ini, namum belum ada sedikitpun tindakan nyata, kami sangat mencintai kebersihan sebagaimana yang diajarkan agama kami bahwa kebersihan itu sebagian dari iman, maka bila tidak mau bersih berarti tidak mau beriman. 

kedua, kami juga sangat memohon perhatian dan tindakan nyata kepada dinas sosial dan dinas terkait lainnya  terkait dengan permasalahan kenakalan remaja di daerah kami dimana peluang terjadinya tindakan kriminal yang diakibatkan oleh peredaran obat terlarang, perjudian, pengrusakan properti hingga tawuran antar warga, bahkan kami juga seringkali menemukan segerombolan anak anak remaja laki dan perempuan yang masih berkeliaran berkumpul di jalan gang gang sampai larut malam, kami sudah berusaha menegurnya namun rupanya tidak diindahkan bahkan semakin menjadi jadi. untuk itu kami minta dinas terkait untuk memberikan pengarahan kepada warga serta membantu perbaikan moral melalui pembinaan keterampilan agar kami dapat merasa aman menjadi warga kabupaten bogor.  

demikian atas perhatian dan kerjasamanya diucapkan terima kasih.",Dinas Lingkungan Hidup,  Pemasyarakatan
tawuran,"Saya ingin menyampaikan terkait sistem zonasi sekolah yang diterapkan saat ini. Menurut pendapat saya sistem ini memeliki beberapa keunggulan namun juga memiliki kelemahan yang sangat krusial.

Keunggulan:

1. Jarak sekolah tidak jauh sehingga mengurangi waktu tempuh sehingga biaya dan energi yang dibutuhkan menjadi efisien.
2. Dengan sistem ini memberikan kesempatan yang sama bagi setiap sekolah untuk mendapatkan murid.

Kelemahan:

1. Lokasi sekolah yang tidak rata menyebabkan banyak yang tidak mendapatkan sekolah, sehingga sistem ini secara tidak langsung menjadi tidak reliable.
2. Dengan sistem zonasi proses kompetisi antar murid tidak maksimal dikarenakan dihitung dari jarak rumah ke sekolah.
3. Secara perkembangan murid sistem ini menjadikan murid rentan terhadap efek negatif dari teman yang tidak baik (malas, nakal dan suka tawuran) karena tidak semua daerah anaknya baik-baik. (Jika tidak paham dengan point ini harap berkonsultasi dengan psikolog, jangan merasa mengerti)",Kementerian Pendidikan dan Kebudayaan,  Pendidikan Dasar dan Menengah (Dikdasmen)
tawuran,"Mohon bantuannya pak polisi wilayah tanjung priok jakarta utara..
daerah tempat pemukiman saya di warakas gang 21 sudah 2 malam belakangan ini sering terjadi tawuran..
tawuran sudah menggunakan senjata tajam dan bom molotov..
rumah saya sudah terkena sasarannya..
salah satu rolling door saya tersabet senjata tajam.",Kepolisian Negara Republik Indonesia,  Kepolisian
tawuran,"Halomasjekek jadi begini, beberapa hari yang lalu terjadi tawuran antar 2 perguruan bela diri di daerah slogohimo yang meresahkan banyak warga. saya merasa terganggu dengan kejadian ini dan aktivitas sehari hari terganggu. melihat peristiwa seperti itu yang mana bukan baru kali pertama terjadi sebaiknya segera diberikan ketegasan kepada perguruan bela diri tersebut atau mungkin seluruh perguruan bela diri di wilayah wonogiri agar peristiwa semacam itu tidak terjadi lagi.",Kantor Kesatuan Bangsa dan Politik Kabupaten Wonogiri,  Ketertiban Umum
tawuran,"Kepada yth
Pemprov DKI Jakarta/kelurahan/kecamatan/divisi untuk bagian rt/rw wilayah, melalui laporan ini saya ingin sampaikan bahwa sudah sangat lama mungkin bisa terhitung dari beberapa tahun lalu hingga saat ini baru berani saya publish, area sekitar Jalan Duri Selatan V, Tambora Jakarta Barat dipagi (subuh)/siang/sore/malam ataupun tengah malam pun anak-anak maupun orang dewasa di daerah tersebut masih bermain sepak bola/bermain petasan/tawuran yang sangat menggangu warga sekitar,  apalagi bermain sepak bola hingga pintu pagar ataupun besi ditendang2 untuk bermain bola padahal banyak mobil dan motor yang lalu lalang. walaupun sudah dilaporkan rt/rw setempat pun tidak ada efek jera, mungkin tidak ditanggapi yang seharusnya tugas rt/rw salah satunya memelihara kerukunan hidup, ketertiban, kenyamanan warganya.
tetapi sangat disayangkan tidak ada tindakan lebih lanjut karena tidak ada yang memperhatikan kinerja mereka juga. mohon bantuannya dapat ditindaklanjuti secepatnya.",Pemerintah Provinsi DKI Jakarta,  Keamanan dan Ketertiban Masyarakat
tawuran,"Saya ingin melaporkan bahwa seringnya anak-anak remaja di sekitar rumah saya di kawasa jalan flamboyan, cengkareng barat, cengkareng, jakarta barat sepanjang bulan ramadhan membangunkan sahur tidak simpatik dan cenderung mengganggu seperi melempari rumah orang dengan petasan dan terkadang menjadi tawuran antar remaja. Rumah saya sering menjadi sasaran lemparan dari anak2 tersebut. Kami sudah melaporkan kepada rt setempat namun jawabannya tidak bisa manjamin kami sebagai warga untuk hidup tenang. Kami ini sudah capek bekerja dari pagi smp malam terkadang dini hari. Kami butuh sekali istirahat, dan selama bulan ramadhan yang ada kami was2.. Kami mohon pihak kepolisian  menindaklanjuti hal ini.",Pemerintah Provinsi DKI Jakarta,  Kepolisian
tawuran,"Kepada yth aparatur pemerintah daerah,
Ini surat saya yang kedua terkait kenyamanan lingkungan daerah rt/rw:02/03. Kecamatan kemayoran. Kelurahan utan panjang. Khususnya di gang n. Setelah sebelumnya saya melaporkan kegaduhan di lingkungan saya pada malam hingga menjelang dini hari. Dari laporan tsb cukup lama ditindak lanjuti hingga akhirnya kegaduhan tsb berangsur hilang. Terima kasih banyak sebelumnya atas atensi dari aparat daerah terkait. 
Namun setelah kenyamanan dan keheningan tsb terpelihara sesaat kurang lebih hampir setahun, kini situasi semakin parah.
Bahkan mulai dari pagi sekitar pukul 10, gang n yang sempit ini dijejali motor dari pengojek online yang berkumpul hingga pukul 11 malam. Setelah itu dilanjutkan aktifitas kumpul2 dan nongkrong oleh anak remaja dan terkadang juga oleh bapak2 hingga menjelang pukul 4 pagi.
Tentunya dibarengi dengan suara2 obrolan dan nyanyian mereka yang begitu keras sehingga mengganggu waktu tidur orang sekitarnya. 
Sempat dilaporkan ke pihak kepolisian, kemudian situasi tenang tapi hanya bertahan 1 minggu.
Yang sangat disayangkan seperti ada pembiaran dari ketua rt ataupun rw setempat.
Warga hanya sigap dilayani ketika untuk urusan iuran rt/rw, dana kerja bakti ataupun iuran ronda. Sementara kegaduhan seperti ini sepertinya dibiarkan begitu saja. 
Apa harus ada kegaduhan dulu ataupun tawuran dan muncul masalah keamanan baru mau ditindak lanjuti?
Saya mohon dengan sangat untuk pejabat terkait mungkin pihak kecamatan ataupun kelurahan untuk bantuannya menindak lanjuti ini.
Terima kasih.",Pemerintah Provinsi DKI Jakarta,  Keamanan dan Ketertiban Masyarakat
tawuran,Ada tawuran anak sekolah di ketapang. Belakang mall gajah mada. Buruan. Soalnya mereka bawa sajam. Takut ada yg terluka. Tq,Kepolisian Negara Republik Indonesia,  Lain-lain
tawuran,"Lapor hendy asalamualaikum salam sejahtera , saya ingin melaporkan tentang keresahan warga wonodri kebondalem (kel.wonodri kec smg selatan) karena tiap jam pulang sekolah banyak siswa dari smk 3 yg terletak di jalan admodirono nongkrong dengan jumlah banyak dan merokok di depan gang jalan wonodri kebondalem / jalan singosari timur yg menyebabkan contoh tidak baik untuk anak sekolah lainnya dan bagi anak-anak di lingkungan kami dan kadang terjadi persilisihan dengan kelompok sekolah lain karena mereka nongkrong secara bergerombol yg menyebabkan tawuran , mohon untuk bapak walikota bisa meluruskan masalah ini kepada dinas terkait karena kami sebagai warga sdh pernah melaporkan tindakan ini ke sekolah stm3 dan pihak babinsa tapi ya masih terjadi lagi masalah",Pemerintah Provinsi Jawa Tengah,  Keamanan dan Ketertiban Masyarakat
tawuran,"Untuk wilayah jagakarsa, jl. Muh.kahfi 1. Sering terjadi tawuran anak abg. Tepatnya jlan skitaran tpu kampung kandang. Biasanya antara pukul 1 - 4 pagi. Sebagian bahkan berani melakukan pemalakan warung pinggir jalan. Mohon sering dilakukan patroli. Dan bocah-bocah tersebut ditertibkan. Karena sangat meresahkan.",Kepolisian Negara Republik Indonesia,  Kepolisian
tawuran,"Jalan Babarsari dan Jalan Baladewa sering digunakan sebagai arena BALAP LIAR pada malam hari sampai subuh. Biasanya hari Jumat, Sabtu dan pada hari libur. Lokasinya Jalan Babarsari, Desa Caturtunggal, Kec. Depok, Kab. Sleman, Yogyakarta. Di Jalan Baladewa juga terdapat sebuah Pub yang membuat orang-orang mabuk dan sering tawuran di sekitar jalan Baladewa. Mohon ditertibkan.

",Kepolisian Negara Republik Indonesia,  Kepolisian
tawuran,"Kelurahan sawangan kota depok, saya selaku warga setempat (dekat gerbang hijau disamping polsubsektor sawangan) memohon diperketatnya keamanan di malam hari, dikarenakan belakangan ini sering terjadi penggunaan serta tawuran petasan antar anak-anak.",Kepolisian Negara Republik Indonesia,  Kepolisian
tawuran,"Ini adalah surat terbuka sekaligus ungkapan isi hati dari saya dan guru-guru tik lainnya.
 Pertama-tama ijinkanlah saya memperkenalkan diri. Nama saya fathurrochman; saya seorang guru di sekolah swasta islam yang tahun ini terpilih menjadi sekolah dengan kurikulum 2013. Hal ini berarti mata pelajaran tik dihilangkan pada kurikulum 2013. Menurut informasi yang saya terima bahwa berikut beberapa alasan pemerintah :
 1. Tik / kkpi bisa integratif (terintegrasi) dengan mata pelajaran lain 
 2. Tik/kkpi dianggap akan memberatkan pemerintah karena implikasinya pemerintah harus menyediakan sarana dan prasarananya
 Tapi menurut analisa saya, sepertinya bukan itu yang membuat tik dihilangkan dari kurikulum 2013. Ada alasan lain yang tersembunyi yang tidak ingin dijelaskan dan mungkin akan membuat guru tik menjadi kecewa. Alasan itu salah satunya adalah karena faktor tentang perilaku remaja yang berubah drastis. Dengan hadirnya teknologi baik melalui handphone atau komputer yang terhubung dengan internet, maka banyak siswa mulai mengkonsumsi tayangan yang tidak pantas, tindak kekerasan/tawuran, terjadinya kasus pencabulan bahkan kehamilan di luar nikah. Kenakalan remaja ini melanda mulai jenjang sd, smp, sma/smk sampai jenjang perguruan tinggi. Apalagi jika sekolah mengharuskan siswa membawa hp/laptop sekolah, maka akan semakin lebih parah. Sehingga yang terkena imbas adalah guru tik/kkpi, padahal darimana anak tk/sd bisa main game dan berinternetan ? Bagaimana cara memanfaatkan tik dengan baik dan benar ? Bagaimana etika penggunaan tik dst… sulit bahkan tidak bisa didapatkan mereka dengan autodidak.
 Saya kira yang kena dampak paling parah adalah guru tik, padahal benteng untuk menghadapi teknologi adalah iman seseorang yang harus kuat. Seharusnya yang dibenahi adalah guru mata pelajaran agama (pendidikan agama islam) antara lain :
 1. Apakah standar kompetensi (materi) yang disampaikan cocok dengan kebutuhan zaman mulai dari sd hingga pt. Apakah di tingkat sd sudah diajarkan cara bersuci? Kalau di sekolah islami yang pernah saya survey di suatu smp swasta, bahwa dari 36 siswa dalam suatu kelas bahkan mereka tidak bisa niat dan melakukan bersuci dari hadast besar. Banyak siswa bisa tapi banyak yang lupa dan mereka belum sempurna dalam bersuci. Dan menurut pakar ruqyah bahwa siswa saat belajar diganggu makhluk yang tidak terlihat mata (jin). Sehingga apa yang diajarkan oleh guru sulit diterima siswa. Bahkan juga kesalahan yang dilakukan orang tua tidak tahu doa ketika melakukan hubungan suami istri.
 2. Apakah guru-guru agama memang kinerja sudah baik / sudah disupervisi dengan benar. 
 Semoga apa yang saya sampaikan bisa bermanfaat. Khususnya dunia pendidikan.

",Kementerian Pendidikan dan Kebudayaan,  Kepegawaian
tawuran,"Tolong tertibkan anak-anak liar yg setiap malam nongkrong di jalan Pekojan 2 No.5A, RT.08, dekat pos hansip RW.06  Tambora, Jakarta Barat,. Sering ribut sampai larut malam, bikin masalah keamanan & ketertiban, mengganggu pengguna jalan.",Kepolisian Negara Republik Indonesia,  Topik Lainnya
tawuran,"Kepada Yth. Pemprov DKI Jakarta.
Saya ingin mengajukan keluhan tentang gangguan kenyamanan lingkungan daerah Kemayoran, Utan Panjang 3, yang lebih dikenal dengan daerah Jiung, Gang N tepatnya di Rt/Rw: 02/03. Hampir setiap malam, mulai dari jam 20.00 daerah tersebut dijadikan tempat kumpul2 atau nongkrong anak muda umur antara 15 an hingga 20 an tahun. Sangat gaduh dan begitu berisik. Aktifitas mereka hingga pukul 2 atau 3 dini hari. Dan sering sekali diikuti dengan mabuk-mabukan dan tidak jarang berakhir dengan tawuran. Sepertinya tidak ada respon sama sekali dari pihak Rt dan Rw setempat. Padahal tempat kumpul-kumpul mereka tidak jauh dari kantor Rw 03 yang hanya berjarak 10 meter. Mohon bantuan dari pihak terkait agar kenyamanan warga sekitar tidak terampas oleh kegiatan negatif para anak muda ini. Mohon dinas terkait untuk menindaklanjutinya. Terima kasih.",Kantor Walikota Jakarta Pusat,  Keamanan dan Ketertiban Masyarakat
