report,label
"sebelum tumbang , mengingat cuaca akhir '' ini yang ekstrim dikuatirkan akan tumbang , terima kasihlaporhendi mohon ijin p hendi disekitar jalan . dargo yang selalu ramai banyak sekali tanaman akasia yang rimbun dan sdah tua mohon dapat di ditebang/dirapikan",Natural Disaster
lapor hendi selamat malam bapak wali kota maaf mengganggu pada malam ini . saya irianto rejosari 8 menginformasikan bahwa diwilayah rejosari 8 tepatnya dibantaran kali banger ada pohon tumbang dan talut sungai ambrol . untuk itu saya memohon kepada bapak agar kejadian ini segera ditangani karena pohon yang tumbang masuk kedalam sungai . atas kerja sama dan perhatiannya saya ucapkan terima kasih .,Natural Disaster
"kepada yang terhormat . pemerintah provinsi dki jakarta . parkir liar yang menyebabkan korban kecelakaan . pada bulan maret 2016 saya mengalami kecelakaan akibat parkir mobil truck molen , semen dan pasir , karena kecelakaan tersebut kaki anak saya yang berusia 2 tahun patah di bagian paha sebelah kiri padahal terlihat jelas ada larangan parkir pinggir jalan . namun , truck banyak yang parkir sampai saat ini pun masih banyak truck yang parkir dipinggir jalan tersebut . mobil-mobil tersebut parkir karena menunggu antrian isi atau pick uk semen di depot semen tersebut . mohon bantuannya untuk pihak terkait untuk menertibkannya agar tidak ada korban berikutnya untuk lokasinya di pinggir toll sebrang cni . kecamatan kembangan jakarta barat . terima kasih .",Traffic Accident
"ambon pohon tumbang menimpa rumah warga di tabea jou , kopertis rt/rw 003/006 , negeri soya . terima kasih",Natural Disaster
"tolong untuk pak polisi yang terhormat jangan memakai kekerasan saat tertib saya mengakui kesalahan karena melawan arah dan langsung minggir ke tepi , tetapi kepala saya dipukul 2x dengan kuat menggunakan pentungan karena alasan apakah helm saya kuat ? ! padahal helm saya ada tanda timbul sini nya apa kalian pikir tidak terasa pukulan itu ? kalau ada masalah jangan bawa ke orang lain dengan alasan menguji kekuatan helm ! coba kalian digitukan bagaimana rasanya kejadian pekanbaru , sabtu 29/12/2019 pukul 03.30 dini hari jalan . arifin ahmad ( spbu ) depan mtq",Crime
bakar-bakaran sampah di lingkungan perumahan . saya dari warga perum griya kalisalak asri jalan . pendawalima 2 rt.05 kabupaten . batang jateng merasa sangat terganggu dengan oknum yang sering membakar sampah di lingkungan perumahan ... tidak pagi siang malam ada saja oknum bakar-bakar sampah asapnya sangat menggangu dan sangat membahayakan karena di lingkungan perumahan ... kalau terjadi kebakaran siapa yang mau tanggung jawab ? ? tolong kepada lsm pemerhati lingkungan di batang saya mohon bantuannya untuk menindak tegas oknum2 pembakar sampah di lingkungan perumahan ini.. dan diberi pengarahan agar tahu bahayanya bakar2 sampah di lingkungan perumahan..,Crime
"saya lita , saya salah satu kerabat dari keluarga pelapor atas nama reza desita yang melaporkan bahwa salah satu dari anggota keluarganya melakukan tindak kekerasan yang hampir sering terjadi terhadap keluarga lainnya . informasi yang di dapat keluarga dari saudari reza desita yang di laporkan ini mengalami gangguan sikis dan mental yang terjadi , kejadian yang sering di lakukan yaitu tindak emosional yang tidak stabil sehingga terjadi tindak cekcok dan ada beberapa tindak kekerasan lain seperti pelemparan benda tumpul , perusakan di lingkungan warga dan perusakan barang² di dalam rumah . pihak dari keluarga yang terkait sudah berusaha untuk mencoba mengobati ke pak ustad untuk di ruqyah dan ke puskesmas . untuk berobat kerumah sakit keluarga memiliki kendala terhadap biaya . jadi saudari reza desita memohon untuk bantuan dari pemerintah provinsi terkait untuk bantuan penanganan terhadap saudarinya tersebut . karena ini sudah membuat resah keluarga yang menjadi korban dan lingkungan sekitar .",Crime
"jalan terlalu gelap tidak ada penerangan yang cukup , kebun disamping membuat tempatnya semakin gelap . beberapa kali terjadi pelecehan terhadap mahasiswi yang lewat ( exhibitionism ) , jalan disamping parkir fisip bagian belakang jalan baskoro raya tembalang .",Crime
izin lapor walikota banjarmasin apakah boleh puskesmas menolak korban kecelakaan yang diantar rekanan pmk dan emergency ke puskesmas karena pelayanan kesehatan terdekat yaitu puskesmas demi pertolongan pertama. ? mohon di periksa kembali beritanya apakah benar penolakan dari pihak puskesmas pekauman kepada korban kecelakaan yang diantar rekan-rekan pmk dan emergency dengan alasan tidak menangani korban kecelakaan,Medical
"sekarang ini di bandung khususnya di jalan padasuka ( saung angklung ) menjamurnya pak tidak mau ( polisi cepek ) ditiap tikungan/persimpangan jalan . untuk di jalan utama padasuka sampai pasir layung saja terhitung ada 5 pak tidak mau yang mengatur lalintas dengan sistem shif-shifan dari pukul 0600-2200. namun , keberadaan mereka tidak membantu sama sekali bahkan jadi kacau bahkan macet parah . dengan meningkatnya perumahan di area tersebut maka makin meningkat intensitas kendaraan bermotor . untuk itu perlu adanya perhatian dari pihak terkait mengenai hal ini . dan juga juru parkir liar disejumlah mini market cukup meresahkan . karena pada dasarnya pengunjung sadar bahwa parkir gratis dan terpampang jelas tulisan tersebut . setelah dikonfirmasi ke petugas mini market keberadaan mereka ilegal atau atas inisiatif mereka sendiri tanpa sepengetahuan pihak managemen . namun , ketika kami menolak memberikan sejumlah uang , ujaran tidak baik keluar dari mulut mereka . mohon kedua hal ini ditertibkan , mengingat ketika ada pembiaran maka kemudian hari mereka makin kuat sehingga sulit dihapuskan atau bisa lebih buruk lagi meningkat pada tindak paksaan atau kekerasan .",Crime
"kamu ini sudah ada 2 pohon tumbang di jalan gajah mada . sebelumnya di jalan teuku umar dan susah ada korbannya . terima kasih sebelumnya.bjn selamat sore . untuk dinas terkait tolong untuk mengecek lagi masih layak atau tidak pepohonan disepanjang jalan dikota bojonegoro , karena dalam mingg",Natural Disaster
"mohon di bantu , untuk penutupan jalan raya , yang banyak berlubang sepanjang jalan mulai dari arah di bawah play over , salemba , menuju arah gunung sahari raya sampai jalan menuju ancol . begitu juga arah sebalik nya banyak jalan yang berlubang serta bila malam lampu penerangan sangat minim , sehingga bila malam tidak terlihat ada jalan yang berlubang , saya , ( fatahilah ) , menjadi korban kecelakaan akibat jalan yang berlubang . mohon kiranya , bagi pihak-pihak terkait dinas pu dapat kiranya segera bantu , di perbaiki sehingga bagi pengguna kendaraan roda 2 bermotor bisa aman & nyaman ; saat di perjalanan , serta bisa pulang dengan selamat.sy ucap kan terima kasih atas kerjasama nya",Traffic Accident
kepada yang terhormat . pemerintah provinsi dki jakarta . tempat larangan untuk pkl agar di jaga 2 sampai 5.satpol p.p dari pagi jam 06.00-18.00/20.00 di bagi 2 shift dan dibekali sepeda saja dan senyum ramah kepada siapapun yang ingin membuka lapak dagangannya . saya yakin mereka bisa ditertibkan dengan cara persuasif dan halus tidak dengan cara kekerasan.atas perhatian-nya saya ucapkan terima kasih .,Crime
mohon bantuannya pohon tumbang di jalan siwalan semarang - menimpa warung dan bedeng - kami tidak punya gergaji potong di hendrarprihadi,Natural Disaster
"saya pengguna krl . di stasiun tanah tinggi tangerang , ketika keluar dari tap out stasiun , para pengguna krl akan menjuju pintu keluar yang ada di sebelah kanan dan kiri gerbang gate tap in dan tap out . di sepanjang jalanan tersebut , tidak disediakan penerangan jalan , jadi jika pengguna krl pulang dan datang ke stasiun tanah tinggi tangerang di malam hari , kami kegelapan karena tidak ada lampu yang menerangi di tempat tersebut . bisa dicek jika sudah malam yang bisa menyebabkan keselamatan saya terancam , karena suasana yang sangat gelap dan tidak adanya cctv atau perekam di daerah tersebut . di tangga tangga penyeberangan daerah sekitar juga tidak ada lampu penerangan , di tangga penyeberangan di depan mal balekota dan di dekat flyover dekat pln . saya pernah kecopetan bluetooth earphone di daerah tersebut , oleh orang yang mengendarai motor , earphone yang masih terpasangang ditelinga saya direbut oleh orang tersebut .",Crime
"kepada yang terhormat , pihak instansi terkait . tolonglah di lakukan penebangan semua pohon yang ada di sisi kiri dan sisi kanan di jalan . medan binjai kamu . 10 dimulai dari depan alfamidi jalan . medan binjai kamu . 10 hingga ke depan bpbd provinsi sumatera utara jalan . medan binjai kamu . 10,5 dikarenakan semua pohon pohonnya sudah tua dan membahayakan para pengendara apabila pohon tumbang dan angin kencang",Natural Disaster
"pak , terjadi banjir di wilayah tambak dalam dikarenakan membludaknya air di banjir kanal timur . pompa air tidak menyala di jalan barito . dimohon segera tindakannya iya pak",Natural Disaster
"puluhan warga desa tiwet kecamatan kalitengah kabupaten lamongan , menggerudug puskesmas kalitengah . warga geram lantaran pihak puskesmas menolak mengantarkan warga yang sakit ke rumah sakit ( rumah sakit ) dengan mobil ambulan . padahal warga ini membutuhkan pertolongan akibat digigit ular . belakangan diketahui warga yang sakit itu bernama ujud priyanto ( 30 ) . lantran tidak mendapat pertolongan medis secara cepat , ujud pun meninggal dunia . kematian ujud sangat disayangkan warga karena belum sempat mendapatkan perawatan . padahal , kondisinya saat tiba di puskesmas masih hidup . `` alasan puskesmas tidak mau mengobati karena tidak punya obat penawar bisa racun ular mas , '' kata zainal , warga tiwet yang ikut mengantar korban . selasa ( 16/3/2021 ) . petugas , lanjut zainal , hanya menyarankan agar korban segera dilarikan ke rumah sakit yang memiliki persediaan obat . namun , pihak puskesmas tidak mau mengantar korban ke rumah sakit menggunakan mobil ambulan . padahal , untuk membawa korban ke puskesmas , warga harus menggunakan perahu terlebih dahulu karena kondisi banjir . kemudian dioper menggunakan kendaraan roda tiga , jenis tossa . `` katanya untuk menggunakan ambulan , sop-nya ( standar operasional prosedur/red ) harus pasien sudah dirawat dan diinfus terlebih dahulu . sedangkan waktu itu korban belum ditangani , belum diapa apakan `` terangnya . akhirnya , karena kondisi itu korban meninggal dunia kemudian dibawa pulang ke rumah duka . tidak ayal , kedatangan korban membuat histeris keluarga serta mengundang kemarahan warga hingga bersama sama melurug puskesmas pada senin ( 15/3/2021 ) .",Medical
"yang terhormat . polres metro jakarta pusat , tolong tindaklanjuti kuli bangunan apartemen capitol park salemba yang melempari plastik berisi air bekas cat dari atas gedung apartemen ke sekolah ( sman 68 ) . hal ini terjadi pada sabtu ( 17/10 ) siang saat ekstrakulikuler . bahkan , pada jumat ( 16/10 ) pagi , lapangan sekolah banyak bercak putih ( entah lemparan cat atau apa , tetapi terlihat seperti lemparan batu ) . mohon segera ditindaklanjuti .",Crime
tpa supit saya . tingginya timbunan sampah hingga terjadi kebakaran dan mengakibatkan terganggunya kenyamanan di daerah tersebut . mohon untuk ditindaklanjuti . terima kasih,Fire
"kepada yang terhormat . bupati deli serdang cq . dinas pengendalian penduduk , kb dan pemberdayaan perempuan , perlindungan anak kabupaten deli serdang izin bertanya sedikit pak ! saya warga desa bintang meriah , saya ingin tahu apa saja yang menjadi tupoksi dari dinas pengendalian penduduk , kb dan pemberdayaan perempuan , perlindungan anak kabupaten deli serdang dan apakah kasus kekerasan dalam rumah tangga juga bagian dari tupoksi dinas pengendalian penduduk , kb dan pemberdayaan perempuan , perlindungan anak kabupaten deli serdang ? mohon tanggapannya pak . terima kasih # sahabatlapor !",Crime
"debt collector brutal rampas kendaraan dan kekerasan . perampasan & kekerasan oleh debt collector bank sinar mas bandar lampung , tolong pak presiden debt collector sangat brutal merampas kendaraan dijalan secara paksa dan melakukan kekersan , tolong di tindak lanjut , karena sudah sangat merasahkan warga di bandar lampung , mereka semena-mena untuk mengambil kendaraan dijalan raya.trimakasih",Crime
"kepada yang terhormat . pemerintah provinsi dki jakarta pohon tumbang yang menyakut di kabel telepon dab listrik mohon diberseskan karena bisa membahayakan . lokasi di seberang pengadilan agama jakarta selatan , rm harsono 1. mohon ditindak lanjuti . terima kasih",Natural Disaster
"assalamualaikum warahmatullahi wabarakatuh . telah terjadi bencana kebakaran rumah tinggal keluarga tidak mampu di kelurahan panyula kecamatan tanete riattang timur kabupaten bone sulawesi selatan . minggu , 13 september 2020 lalu.oleh kementerian sosial melalui dinas sosial kabupaten bone , korban kebakaran di data untuk selanjutnya rencananya akan di beri santunan atau sumbangan.dengan di data nya korban kebakaran saja sudah sangat membantu memberi semangat hidup , walau tanpa kejelasan pasti sudah sampai di mana proses bantuan tersebut . dan mereka pun masih terus berharap , walau tanpa ada kata pasti.kepada yang terhormat kementerian sosial republik indonesia , mohon kiranya di berikan kepastian akan terealisasi bantuan untuk korban kebakaran rumah tinggal keluarga tidak mampu.terima kasih .",Fire
kepada yang terhormat bapakpak kapolresta palembang.kami warga kampung betawi rt.04 rw.01 kebun sirih kekurahan bukit sangkal kecamatan kalidoni palembang sumatera selatan . memohon menangkap kembali eks narapidana asimilasi bernama ipun yang baru bebas pak.karna kampung kami menjadi tidak aman kembali sering kemalingan dan sangat meresahkan warga karena sering membawa parang atau senjata tajam.terima kasih atas perhatian nya pak,Crime
"yang terhormat , kementerian sosial , kami warga dari manado , sulawesi utara , kelurahan ternate baru linkung 4 yang merupakan korban musibah banjir di manado . pada tanggal 15 januari tahun 2014 menurut kelurahan ada dan bantuan yang akan diberikan , namun sampai saat ini hal itu tidak terealisasikan . mohon bantuan dari kementerian sosial untuk kami . terima kasih .",Natural Disaster
banyak pohon tumbang karena hujan semi badai sore ini . terima kasih untuk petugas yang telah sigap membersihkan . banjir cileuncang dimana-mana seperti daerah pasteur . drainase tidak berfungsi optimal .,Natural Disaster
"mohon maaf , mau bantu menginformasikan terjadi banjir saat hujan sore ini di daerah ciganjur . jalan persahabatan , gg batu belah rt01/rw04 , cipedak , ciganjur kecamatan jagakarsa jakarta selatan . memang daerahnya rendah , ditambah gorong-gorongnya lebih rendah dari aliran sungai yang ada didekat situ serta sempit jadi pasti kalah dg aliran sungainya . selama 2012-2018 memang kadang banjir , tapi tidak separah dari tahun 2018 sampai sekarang . masalahnya sungai didekat situ dirapikan tanggulnya makin tinggi , pdhl masih ada daerah lbh rendah dari kami tidak kebanjiran . kalau ditimbang tinggi tanggul dg banjir yang masuk ke rumah kurang lebih sama 30 cm . mohon bantuan solusi untuk banjir di daerah kami . kami berharap instansi terkait bisa membantu . atas perhatiannya , terima kasih .",Natural Disaster
